faction,ability_id,name,flags,text
"astra-militarum","fire-zone-purge","Fire Zone Purge","","If at set up this turn: /   -> +1 to hit rolls for all friendly / Scope: any on battlefield. Duration: battle. / Applies to: units with Astra Militarum."
"astra-militarum","firing-deck-12","Firing Deck 12","","unit gains firing deck (12) / Scope: self. Duration: permanent."
"astra-militarum","firing-deck-2","Firing Deck 2","","unit gains firing deck (2) / Scope: self. Duration: permanent."
"astra-militarum","firing-deck-6","Firing Deck 6","","unit gains firing deck (6) / Scope: self. Duration: permanent."
"astra-militarum","firing-hot","Firing Hot","","+1 S (ranged) for unit / +1 AP (ranged) for unit / Scope: unit. Duration: phase. / Applies to: units with Astra Militarum."
"astra-militarum","flak-battery","Flak Battery","","If the target has ""A"": /   -> re-roll hit rolls (all failures) for unit / Scope: unit. Duration: permanent."
"astra-militarum","flush-them-out","Flush Them Out","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"astra-militarum","fortification","Fortification","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"astra-militarum","furious-barrage","Furious Barrage","","If during the shooting phase: /   -> defender gains post attack debuff / Scope: unit. Duration: permanent."
"astra-militarum","get-back-in-the-fight","Get Back in the Fight","","If attached to a unit: /   -> unit can fall back and act / Scope: unit. Duration: permanent."
"astra-militarum","grand-strategist-armoured-infantry","Grand Strategist","","self gains pregame redeploy up to two regiment or squadron units may enter strategic reserves / Scope: self. Duration: battle. / Applies to: units with Astra Militarum, Officer."
"astra-militarum","grenadiers","Grenadiers","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"astra-militarum","grim-demeanour","Grim Demeanour","","If the unit is below starting strength and the unit is below half strength: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"astra-militarum","grim-determination","Grim Determination","","If the unit has ""OFFICER"": /   -> unit gains stratagem targetable while battle shocked /   -> unit gains orders persist during battle shock / Scope: unit. Duration: battle."
"astra-militarum","gung-ho-command","Gung-ho Command","","unit's weapons gain assault / Scope: unit. Duration: permanent."
"astra-militarum","gung-ho-executioners","Gung-ho Executioners","","If the unit is below half strength and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"astra-militarum","holy-hatred","Holy Hatred","","If attached to a unit: /   -> unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: permanent."
"astra-militarum","holy-mission","Holy Mission","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"astra-militarum","holy-piety","Holy Piety","","If during the fight phase: /   -> re-roll hit rolls (all failures) for unit / Scope: unit. Duration: permanent."
"astra-militarum","horsemasters","Horsemasters","","unit can fall back and act / Scope: unit. Duration: permanent."
"astra-militarum","hover","Hover","","set M to 20 for self / Scope: self. Duration: permanent."
"astra-militarum","imposing-arrival","Imposing Arrival","","unit gains ingress move / Scope: unit. Duration: phase. / Applies to: units with Astra Militarum, Titanic."
"astra-militarum","infiltrators","Infiltrators","","unit gains infiltrate / Scope: unit. Duration: one use."
"astra-militarum","jungle-fighters","Jungle Fighters","","If during the fight phase and the unit charged this turn: /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"astra-militarum","leader","Leader","","unit gains leader / Scope: attached. Duration: permanent."
"astra-militarum","leading-the-charge","Leading The Charge","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: turn."
"astra-militarum","like-fighting-a-shadow","Like Fighting a Shadow","","If during the shooting phase: /   -> unit gains shoot and scoot / Scope: unit. Duration: turn."
"astra-militarum","line-breaker","Line-breaker","","If during the shooting phase: /   -> self gains target in engagement / Scope: unit. Duration: permanent."
"astra-militarum","lone-operative","Lone Operative","","self: cannot be targeted unless closest or within 12 / Scope: self. Duration: permanent."
"astra-militarum","loner","Loner","","self gains restricted from warlord / Scope: self. Duration: permanent."
"astra-militarum","long-range-scout","Long-range Scout","","unit gains infiltrate / Scope: unit. Duration: one use. / Applies to: units with Scout Sentinel."
"astra-militarum","lord-castellan","Lord Castellan","","If the model is leading a unit: /   -> attached unit gains multiple orders up to two / Scope: unit. Duration: battle."
"astra-militarum","low-profile","Low Profile","","unit gains remain hidden after shooting / Scope: unit. Duration: phase. / Applies to: units with Ratlings."
"astra-militarum","loyal-protector","Loyal Protector","","self gains special embark rule / Scope: unit. Duration: permanent."
"astra-militarum","malign-wardings-psychic","Malign Wardings (Psychic)","","If attached to a unit: /   -> unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"astra-militarum","mark-the-target","Mark the Target","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: permanent."
"astra-militarum","master-manoeuvrist","Master Manoeuvrist","","self gains embark after fight / Scope: unit. Duration: turn. / Applies to: units with Astra Militarum, Officer, Infantry."
"astra-militarum","master-vox","Master Vox","","unit gains extended order range / Scope: unit. Duration: battle."
"astra-militarum","medi-pack","Medi-pack","paren_plural","If the unit is below starting strength: /   -> return d3 model(s) to unit with full wounds / Scope: unit. Duration: permanent."
"astra-militarum","medicae-medi-packs","Medicae Medi-packs","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"astra-militarum","melta-mine","Melta Mine","","deal d3 mortal wounds to defender / Scope: aura 6. Duration: one use."
"astra-militarum","meteoric-descent","Meteoric Descent","","If at deep strike: /   -> Choose one (Perform meteoric descent): /     1. self gains meteoric descent placement beyond three inches; self: cannot declare charge /     2. self can deep strike / Scope: self. Duration: turn."
"astra-militarum","mindlock","Mindlock","","If attached to a unit: /   -> +1 WS (melee) for unit / Scope: unit. Duration: battle."
"astra-militarum","mobile-command-vehicle","Mobile Command Vehicle","","self gains special embark rule / Scope: unit. Duration: permanent."
"astra-militarum","mobile-firebase","Mobile Firebase","","unit gains act after move / Scope: unit. Duration: turn. / Applies to: units with Armoured Skirmisher."
"astra-militarum","mobile-hunter-killer","Mobile Hunter-killer","","re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"astra-militarum","mobile-hunter-killers","Mobile Hunter-killers","","re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"astra-militarum","mount-up","Mount Up!","","self gains special embark rule / Scope: aura 6. Duration: permanent."
"astra-militarum","mow-down-the-enemy","Mow Down the Enemy","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: permanent."
"astra-militarum","ogryn-bodyguard","Ogryn Bodyguard","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"astra-militarum","omnissiah-s-blessing","Omnissiah’s Blessing","","unit gains Feel No Pain 5+ / Scope: aura 6. Duration: until next command phase."
"astra-militarum","omnissian-unguents","Omnissian Unguents","","friendly within aura gains Feel No Pain 5+ / Scope: aura custom (3""). Duration: permanent. / Applies to: units with Astra Militarum, Tech-Priest Enginseer."
"astra-militarum","on-my-position","On My Position","","Roll D6: on 2+, deal D6 mortal wounds to all enemy / deal 3D3 mortal wounds to self / Scope: unit. Duration: phase. / Applies to: units with Astra Militarum, Regiment."
"astra-militarum","one-man-army","One-man Army","","If during the shooting phase: /   -> unit gains once per round special / Scope: aura 6. Duration: permanent."
"astra-militarum","opening-salvo","Opening Salvo","","+1 to wound rolls for unit / Scope: unit. Duration: phase. / Applies to: units with Astra Militarum."
"astra-militarum","order-the-advance","Order the Advance","","re-roll advance rolls (all failures) for friendly within aura / Scope: aura custom (6""). Duration: phase. / Applies to: units with Astra Militarum."
"astra-militarum","orders","Orders","","self gains issue orders regiment up to 2 / Scope: self. Duration: battle."
"astra-militarum","outflank","Outflank","","self gains strategic reserves placement / Scope: self. Duration: battle."
"astra-militarum","overwhelming-short-range-firepower","Overwhelming Short-range Firepower","","re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"astra-militarum","pinning-bombardment","Pinning Bombardment","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"astra-militarum","point-blank-barrage","Point-blank Barrage","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: permanent."
"astra-militarum","political-overwatch","Political Overwatch","","If the unit has ""OFFICER"": /   -> re roll battle shock tests for unit / Scope: unit. Duration: permanent."
"astra-militarum","powerlifter-charge","Powerlifter Charge","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"astra-militarum","precision-drop","Precision Drop","","If during the movement phase: /   -> self can deep strike /   -> self: charge blocked / Scope: self. Duration: turn."
"astra-militarum","primed-and-ready","Primed and Ready","","If during the shooting phase and not (at grenade stratagem used on unit this phase): /   -> unit gains grenade stratagem free use / Scope: unit. Duration: phase."
"astra-militarum","priority-drop-beacon","Priority-drop Beacon","","self gains ingress move / Scope: self. Duration: one use. / Applies to: units with Astra Militarum, Militarum Tempestus, Officer."
"astra-militarum","psychic-barrier-psychic","Psychic Barrier (Psychic)","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: unit. Duration: phase."
"astra-militarum","rapid-deployment","Rapid Deployment","","unit gains transport disembark modifier / Scope: unit. Duration: permanent."
"astra-militarum","ratling-battlemutt","Ratling Battlemutt","","unit's weapons gain Lethal Hits / Scope: unit. Duration: phase."
"astra-militarum","rearm-reload-fire","Rearm, Reload, Fire","","If the unit remained stationary: /   -> unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: permanent."
"astra-militarum","recon-star","Recon Star","","self gains ingress move / Scope: self. Duration: one use. / Applies to: units with Astra Militarum Infantry Platoon."
"astra-militarum","recovery-vehicle","Recovery Vehicle","paren_plural","return d3 model(s) to self with full wounds / Scope: aura 6. Duration: permanent."
"astra-militarum","regimental-standard","Regimental Standard","","+1 OC for unit / Scope: unit. Duration: permanent."
"astra-militarum","reinforced-cover","Reinforced Cover","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"astra-militarum","remorseless-barrage","Remorseless Barrage","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"astra-militarum","remote-mine","Remote Mine","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: aura 9. Duration: one use."
"astra-militarum","righteous-smiting","Righteous Smiting","","If during the fight phase and attached to a unit: /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"astra-militarum","rolling-fortress","Rolling Fortress","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
